name,label,locationname,elevation,locationglobalid,active,display,locationmpname
TO hole in recorder mounting plate,TO hole in recorder mounting plate,NW Bay #3 SAS Monitor,93.81,{5416B82B-0A65-463A-B5E0-9C9F39606A88},Yes,,NW Bay #3 SAS Monitor - TO hole in recorder mounting plate
TO hole in recorder mounting plate,TO hole in recorder mounting plate,NW Bay #3 UFA Monitor,93.65,{18867270-4B03-45E6-9C95-F99864CB6865},Yes,,NW Bay #3 UFA Monitor - TO hole in recorder mounting plate
Ch Square on bridge railing,Ch Square on bridge railing,New River @ Burnt Bridge Rd (Fr3),14.56,{59563A08-4821-43A8-B12D-6CFBE6852720},Yes,,New River @ Burnt Bridge Rd (Fr3) - Ch Square on bridge railing
Staff,Staff,New River @ Burnt Bridge Rd (Fr3),0,{62F9DE88-7626-4582-BDA3-3142FA685BF7},Yes,,New River @ Burnt Bridge Rd (Fr3) - Staff
Wooden Ch Square,Wooden Ch Square,New River @ Burnt Bridge Rd (Fr3),11.78,{EDB6CBBA-DBDA-4419-AA41-D52DA58644B6},Yes,,New River @ Burnt Bridge Rd (Fr3) - Wooden Ch Square
Alum support arm for TB,Alum support arm for TB,Ochlockonee R. @ US319,14.4,{3BAD1491-5194-4241-A4AB-AFBD305F89B8},Yes,,Ochlockonee R. @ US319 - Alum support arm for TB
Ch square on bridge rail,Ch square on bridge rail,Ochlockonee R. @ US319,18.15,{8F971BF6-B0B4-4BFA-971D-27F9EA68C07F},Yes,,Ochlockonee R. @ US319 - Ch square on bridge rail
Alum plate,Alum plate,Chipola River @ SR71,51.39,{AC07B118-C751-4804-85D2-FA88945247C9},Yes,,Chipola River @ SR71 - Alum plate
Ch square,Ch square,Chipola River @ SR71,51.47,{B06FBAB5-EDF9-4236-89C4-13E2B6CC3BF3},Yes,,Chipola River @ SR71 - Ch square
Ch Square,Ch Square,Crooked River @ CR67,9.5,{8CE3DDFC-39A0-4945-8C81-1F51A35F8DA7},Yes,,Crooked River @ CR67 - Ch Square
Ch square,Ch square,Lake Jackson Retention Pond,101,{4BCDB67C-B900-49DE-878A-75915893CEFD},Yes,,Lake Jackson Retention Pond - Ch square
Staff on platform,Staff on platform,Lake Jackson,76,{FF0EAC2E-5710-408C-B2E8-F33179866B55},Yes,,Lake Jackson - Staff on platform
Ch Square- top of center culvert,Ch Square- top of center culvert,NE DD @ Centerville & Blairstone,75.44,{C9FC98ED-53E5-4517-BC7C-4F3C955C24E8},Yes,,NE DD @ Centerville & Blairstone - Ch Square- top of center culvert
Chiseled V on West culvert,Chiseled V on West culvert,NE DD @ Centerville & Blairstone,69.54,{3259D030-D039-4681-887E-A1ACCB52B454},Yes,,NE DD @ Centerville & Blairstone - Chiseled V on West culvert
1.75 inch pipe,1.75 inch pipe,Lauder Pond,159.48,{0E06C377-D386-42CE-BD57-90E2973A59F6},Yes,,Lauder Pond - 1.75 inch pipe
Ch Sq NE corner south box,Ch Sq NE corner south box,Lauder Pond,164.99,{F2C86DD6-B4A9-48B7-B0F3-9F8609072ED1},Yes,,Lauder Pond - Ch Sq NE corner south box
Staff,Staff,Lauder Pond,159.48,{2263259E-4738-47E9-909D-196ADCB8AAE8},Yes,,Lauder Pond - Staff
Ch Square,Ch Square,Central DD @ Lake Bradford Rd,58.05,{CCF29FE1-9289-4EE6-BCC2-7A770208C694},Yes,,Central DD @ Lake Bradford Rd - Ch Square
Ch Square,Ch Square,Regional Stormwater Facility,54.15,{58DE7BA5-CBEB-4CD3-8333-8C370E4260AC},Yes,,Regional Stormwater Facility - Ch Square
1.75 inch pipe- Right of transducer pipe,1.75 inch pipe- Right of transducer pipe,Southwood SW Pond SB111B,33.51,{F21CC558-1516-4F17-846E-D0B4C3A95A48},Yes,,Southwood SW Pond SB111B - 1.75 inch pipe- Right of transducer pipe
Staff,Staff,Southwood SW Pond WD005,32.04,{CC2528B2-6A74-49D9-BB95-FC085952750D},Yes,,Southwood SW Pond WD005 - Staff
Wooden stake flush with bed,Wooden stake flush with bed,Southwood SW Pond WD005,32,{92E121E0-3A55-4861-A7CE-B6C49754E6EA},Yes,,Southwood SW Pond WD005 - Wooden stake flush with bed
Ch Square on rail left of station,Ch Square on rail left of station,Lake Miccosukee Outfall,88.74,{CE84D79A-998C-456A-8AFA-13BB999E57D6},Yes,,Lake Miccosukee Outfall - Ch Square on rail left of station
Staff below bridge,Staff below bridge,Still Creek,50.98,{C333BCD7-0A53-4CFF-BE0B-16DD609BD830},Yes,,Still Creek - Staff below bridge
Ch Square on North wing wall,Ch Square on North wing wall,Lake Iamonia Outfall,103.31,{68E96DB8-7A8B-4E85-9FEF-CCF14E82F9FE},Yes,,Lake Iamonia Outfall - Ch Square on North wing wall
Ch Square right of transducer,Ch Square right of transducer,Leon HS Stormwater Inlet,108.09,{80CC6C42-44EA-4731-8773-EA774318F1CB},Yes,,Leon HS Stormwater Inlet - Ch Square right of transducer
Ch Square SW corner of South headwall,Ch Square SW corner of South headwall,Leon HS Stormwater Inlet,109.98,{768C6900-C69E-496C-B0EE-E3B5513C8283},Yes,,Leon HS Stormwater Inlet - Ch Square SW corner of South headwall
TO 2 inch PVC casing,TO 2 inch PVC casing,Eastpoint #3 Shallow Mw,18.3,{09A11327-6F67-4E42-BB6B-A0DA0BC6B375},Yes,,Eastpoint #3 Shallow Mw - TO 2 inch PVC casing
TO 2 inch PVC casing,TO 2 inch PVC casing,Eastpoint #4 Shallow Mw,18.09,{EF8F4B47-FA86-47BD-A13B-EF646AFE53A5},Yes,,Eastpoint #4 Shallow Mw - TO 2 inch PVC casing
TO 4 inch PVC casing N side,TO 4 inch PVC casing N side,Camp Paquette Oil & Gas,1.39,{70B0E9E0-A56E-482A-9A8D-BAADE2B0BAC7},Yes,,Camp Paquette Oil & Gas - TO 4 inch PVC casing N side
TO 2 inch PVC casing,TO 2 inch PVC casing,FGS - Sullivan Sink #1,26.58,{90B6E7B1-1275-49A9-9B8B-516492117984},Yes,,FGS - Sullivan Sink #1 - TO 2 inch PVC casing
Ch square on alum I-beam,Ch square on alum I-beam,Lake Munson Outfall,31.26,{98D0C20A-D91A-4A26-A993-A0DE4D8E2014},Yes,,Lake Munson Outfall - Ch square on alum I-beam
Ch Square in top of culvert headwall,Ch Square in top of culvert headwall,Lake Kinsale Outfall,80.55,{2C44B4FC-217F-434A-B3C3-3BD07F128FEB},Yes,,Lake Kinsale Outfall - Ch Square in top of culvert headwall
Ch Square on weir,Ch Square on weir,Lake Kinsale Outfall,74.71,{BEA4FA18-61FE-4FFA-8B64-F04CDF671036},Yes,,Lake Kinsale Outfall - Ch Square on weir
1.25 inch pipe- Right of transducer,1.25 inch pipe- Right of transducer,Lake Killarny at McLaughlin Dr,72.68,{54C36BEB-0C33-4F9A-906B-BC343794ADB3},Yes,,Lake Killarny at McLaughlin Dr - 1.25 inch pipe- Right of transducer
1st pipe from enclosure,1st pipe from enclosure,Lake Killarny at McLaughlin Dr,76.25,{162BF7BC-9715-4797-98BF-07B4E9CA574E},Yes,,Lake Killarny at McLaughlin Dr - 1st pipe from enclosure
2nd pipe from enclosure,2nd pipe from enclosure,Lake Killarny at McLaughlin Dr,74.21,{EF7106D9-0117-4E20-BC10-639FB5BB0A90},Yes,,Lake Killarny at McLaughlin Dr - 2nd pipe from enclosure
1st 1.75 inch pipe from station,1st 1.75 inch pipe from station,Lake Kanturk at Clifden Dr,74.14,{F8BB0F78-E754-46D8-8A4B-63BE7673FB97},Yes,,Lake Kanturk at Clifden Dr - 1st 1.75 inch pipe from station
2nd 1.75 inch pipe from station,2nd 1.75 inch pipe from station,Lake Kanturk at Clifden Dr,72.15,{261083D7-439C-455A-BFD8-4C609C06399C},Yes,,Lake Kanturk at Clifden Dr - 2nd 1.75 inch pipe from station
TO 1 inch PVC casing,TO 1 inch PVC casing,GW-2FLZ (Ft Braden),169.87,{66AD1A7C-03B5-482B-B734-E3329A404801},Yes,,GW-2FLZ (Ft Braden) - TO 1 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-3F Deep (ANF FR-305),106.44,{27C00797-7477-4DC3-806B-BEE42AC4515F},Yes,,GW-3F Deep (ANF FR-305) - TO 4 inch PVC casing
TO 2 inch PVC casing,TO 2 inch PVC casing,GW-4F Shallow (Hwy27 DOT),60.78,{86827871-0CBB-40BB-92F5-6418DE54253B},Yes,,GW-4F Shallow (Hwy27 DOT) - TO 2 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-5F (Leon County VFD),160.35,{441006F9-5459-459E-873B-2FC716563542},Yes,,GW-5F (Leon County VFD) - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-6F (Micc Greenway),166.91,{34618AF6-F6B4-445E-9D91-0161195D0DB4},Yes,,GW-6F (Micc Greenway) - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-7F (Leon CR-59),115.65,{58139BF7-8D3A-4DF1-A59C-8FC070F1D531},Yes,,GW-7F (Leon CR-59) - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-5S (Leon County VFD),160.56,{B14E2334-1870-45AD-B32E-D0AD29E9E4F2},Yes,,GW-5S (Leon County VFD) - TO 4 inch PVC casing
TO 2 inch PVC casing,TO 2 inch PVC casing,GW-7S (Leon CR-59),113.4,{6EECBD15-AB82-44DA-8495-EBD925A9071E},Yes,,GW-7S (Leon CR-59) - TO 2 inch PVC casing
TO 2 inch PVC casing,TO 2 inch PVC casing,GW-4F Deep (Hwy27 Dot),60.82,{C4964184-B6B8-4852-A679-56942C4CE0B1},Yes,,GW-4F Deep (Hwy27 Dot) - TO 2 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-12F (Riversprings Ms),22.46,{CE5B3C02-8CA3-4985-9B91-1E4B23EF4DE2},Yes,,GW-12F (Riversprings Ms) - TO 4 inch PVC casing
TO PVC casing- North side,TO PVC casing- North side,Monticello DOF #J2 - FAS Shallow,1.68,{D892C524-84B1-47F5-93F7-DF45C2A4E1A0},Yes,,Monticello DOF #J2 - FAS Shallow - TO PVC casing- North side
TO PVC casing- North side,TO PVC casing- North side,Monticello DOF #J3 - SAS,1.41,{8E79AB9F-2F17-442D-A2F2-39F4C4F2EC3E},Yes,,Monticello DOF #J3 - SAS - TO PVC casing- North side
TO PVC casing,TO PVC casing,Monticello DOF #J4 - FAS Deep,2.21,{5F9731D7-3574-4CA5-B4F4-9022EE8C4857},Yes,,Monticello DOF #J4 - FAS Deep - TO PVC casing
Ch square on bridge,Ch square on bridge,***INDIAN SPRING RUN @ SR61***,13.33,{A6175349-5FF4-460D-9405-60E492113679},Yes,,***INDIAN SPRING RUN @ SR61*** - Ch square on bridge
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-2S (Ft Braden),169.61,{076C533D-C0BE-4FD9-9A06-FB3ADE1E5762},Yes,,GW-2S (Ft Braden) - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-6S (Micc Greenway),166.71,{EC1E0ACC-DE40-445F-AA5E-F3B711A73E48},Yes,,GW-6S (Micc Greenway) - TO 4 inch PVC casing
TO of yellow cap,TO of yellow cap,Otter Camp Floridan-LZ,110.21,{F3E51C59-7DA0-4ABA-996E-6FA4EF573B17},Yes,,Otter Camp Floridan-LZ - TO of yellow cap
TO 4 inch PVC casing,TO 4 inch PVC casing,Otter Camp Floridan-LZ,110.03,{A46EF48C-09C2-464C-A047-79F2D11EF73D},Yes,,Otter Camp Floridan-LZ - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-2F-UZ (Ft Braden),169.8,{11FC44F6-D751-4067-B87F-15F425559890},Yes,,GW-2F-UZ (Ft Braden) - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-3F-UZ (ANF FR-305),106.65,{D0A7ED06-5DD9-41CA-879C-66C87CFBC0C5},Yes,,GW-3F-UZ (ANF FR-305) - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,GW-3S (ANF FR-305),106.94,{54BAC6BB-BB4A-4BC9-A588-E877C3129C54},Yes,,GW-3S (ANF FR-305) - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,Jackson Blue #1-Claiborne,124.09,{4A8E6AB6-A648-4001-920F-6447779F9D4F},Yes,,Jackson Blue #1-Claiborne - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,Jackson Blue #2-Floridan,123.74,{4E802C28-A9F9-44B5-8B39-01DA63A9ECE4},Yes,,Jackson Blue #2-Floridan - TO 4 inch PVC casing
TO 12 inch steel casing,TO 12 inch steel casing,ST MARKS NAT WILDLIFE REFGURE - FLORIDAN MONITOR-68m,25.98,{6AD2E389-4282-4D0D-9D6E-B0997932617C},Yes,,ST MARKS NAT WILDLIFE REFGURE - FLORIDAN MONITOR-68m - TO 12 inch steel casing
TO 4 inch PVC casing,TO 4 inch PVC casing,Cypress Park #1-Floridan,137.84,{ACA7244B-F40F-4E69-97CC-A031AE6CBAB0},Yes,,Cypress Park #1-Floridan - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,Cypress Park #2-Surficial,137.93,{36CA7383-30F1-42F1-A3E1-A16D4A397E55},Yes,,Cypress Park #2-Surficial - TO 4 inch PVC casing
TO 6 inch PVC casing,TO 6 inch PVC casing,A-4 (Lower Floridan Monitor),21.97,{9F4355D0-C111-42EC-874D-35BF53360BE3},Yes,,A-4 (Lower Floridan Monitor) - TO 6 inch PVC casing
TO 12 inch steel protective casing,TO 12 inch steel protective casing,A-4 (Lower Floridan Monitor),22.56,{13554B86-226F-4A91-8751-B8D70FBB0262},Yes,,A-4 (Lower Floridan Monitor) - TO 12 inch steel protective casing
TO 12 inch steel protective casing,TO 12 inch steel protective casing,A-4A (Upper Floridan Monitor),21.65,{DE38E4C4-A6F8-48AE-88BB-C4ED8EE672B9},Yes,,A-4A (Upper Floridan Monitor) - TO 12 inch steel protective casing
TO 6 inch PVC casing,TO 6 inch PVC casing,A-4A (Upper Floridan Monitor),21.39,{ABE26FD4-980A-4400-BE28-F990FE83C500},Yes,,A-4A (Upper Floridan Monitor) - TO 6 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,A-4B (Surficial Monitor),22.24,{92B1AE35-5483-473C-9345-F4BF83A5FC68},Yes,,A-4B (Surficial Monitor) - TO 4 inch PVC casing
TO 6 inch square aluminum protective casing,TO 6 inch square aluminum protective casing,A-4B (Surficial Monitor),22.43,{E051F721-46E2-4599-B945-41A0F765C3AA},Yes,,A-4B (Surficial Monitor) - TO 6 inch square aluminum protective casing
TO 12 inch steel protective casing,TO 12 inch steel protective casing,A-3 (Lower Floridan Monitor),54.4,{FEA8A7EA-6E12-46C7-ACC3-1C1ECA00E9E3},Yes,,A-3 (Lower Floridan Monitor) - TO 12 inch steel protective casing
TO 6 inch PVC casing,TO 6 inch PVC casing,A-3 (Lower Floridan Monitor),54.07,{21E50CB4-7171-4004-8919-0E30CA117B95},Yes,,A-3 (Lower Floridan Monitor) - TO 6 inch PVC casing
TO 10 inch square aluminum protective casing,TO 10 inch square aluminum protective casing,A-3B (Surficial Monitor),54.65,{79531F31-6F3A-462A-9016-342C3496DB52},Yes,,A-3B (Surficial Monitor) - TO 10 inch square aluminum protective casing
TO 4 inch PVC casing,TO 4 inch PVC casing,A-3B (Surficial Monitor),54.36,{6DA58FF1-DC35-4066-AA76-03A929E99712},Yes,,A-3B (Surficial Monitor) - TO 4 inch PVC casing
TO 12 inch steel protective casing,TO 12 inch steel protective casing,A-2 (Lower Floridan Monitor),55.77,{CE339F5F-1FCB-46FB-976F-A2F0A09537C2},Yes,,A-2 (Lower Floridan Monitor) - TO 12 inch steel protective casing
TO 6 inch PVC casing,TO 6 inch PVC casing,A-2 (Lower Floridan Monitor),55.59,{0FBDEC6B-E8B7-49F5-B6A2-AAD8CC13E6F8},Yes,,A-2 (Lower Floridan Monitor) - TO 6 inch PVC casing
TO 10 inch aluminum protective casing,TO 10 inch aluminum protective casing,A-2B (Surficial Monitor),55.55,{98E864B6-22F0-425B-B653-D5C6FBC97820},Yes,,A-2B (Surficial Monitor) - TO 10 inch aluminum protective casing
TO 4 inch PVC casing,TO 4 inch PVC casing,A-2B (Surficial Monitor),55.45,{29E7E7CC-034C-4515-9BCA-F183ABF8D7B8},Yes,,A-2B (Surficial Monitor) - TO 4 inch PVC casing
Staff,Staff,Powell Lake - Camp Helen,0,{3BBFCF0D-72F0-435B-834E-83455BBB5A41},Yes,,Powell Lake - Camp Helen - Staff
TO 4 inch PVC casing,TO 4 inch PVC casing,Chipola WMA #1,117.54,{D3626206-7049-4B9A-9533-49BA3A7DF173},Yes,,Chipola WMA #1 - TO 4 inch PVC casing
TO 6 inch PVC casing,TO 6 inch PVC casing,B-2 (Upper Floridan Monitor),34.29,{34ADA0C0-6A5F-4A66-B11C-B23FBA6353D6},Yes,,B-2 (Upper Floridan Monitor) - TO 6 inch PVC casing
TO threaded tee for vent with cap removed,TO threaded tee for vent with cap removed,EAFB Fld #1 - ER-17R,2.68,{BE32547C-3101-49F6-A28C-8CDB075B548C},Yes,,EAFB Fld #1 - ER-17R - TO threaded tee for vent with cap removed
TO T fitting on vent pipe with plug removed,TO T fitting on vent pipe with plug removed,EAFB FLD #2 ER-24R,2.84,{822EB6E5-7366-453B-B5FC-22DEAF74C809},Yes,,EAFB FLD #2 ER-24R - TO T fitting on vent pipe with plug removed
Staff,Staff,UPPER ST. MARKS SWALLET,10,{457A577C-6BB6-4C5D-B4AF-39079FA549BA},Yes,,UPPER ST. MARKS SWALLET - Staff
TO nail in tree upstream of station,TO nail in tree upstream of station,UPPER ST. MARKS SWALLET,14.87,{400226EA-FE7A-4606-B6F2-57952D161628},Yes,,UPPER ST. MARKS SWALLET - TO nail in tree upstream of station
TO PVC casing,TO PVC casing,NWFWMD SR-1D,249.13,{D39B0077-1D43-468A-88AE-8ECE97C6403C},Yes,,NWFWMD SR-1D - TO PVC casing
TO PVC casing,TO PVC casing,NWFWMD SR-1S,248.98,{4A2175EE-1B3C-4B76-845E-C723AC8EDCE9},Yes,,NWFWMD SR-1S - TO PVC casing
TO PVC casing,TO PVC casing,NWFWMD SR-2D,272.04,{7D4BC471-5FDE-4974-B990-87AD1B07C044},Yes,,NWFWMD SR-2D - TO PVC casing
TO PVC casing,TO PVC casing,NWFWMD SR-3D,292.74,{CA125C83-C1EC-4978-9017-37B1C2FB45CD},Yes,,NWFWMD SR-3D - TO PVC casing
TO PVC casing,TO PVC casing,NWFWMD SR-3S,292.76,{BB34A477-8158-402E-9909-2B9773DEAD54},Yes,,NWFWMD SR-3S - TO PVC casing
TO PVC casing,TO PVC casing,NWFWMD SR-4D,255.69,{170A65B9-CCE2-481D-92D3-39D7D884DB86},Yes,,NWFWMD SR-4D - TO PVC casing
TO PVC casing,TO PVC casing,NWFWMD SR-5D,173.96,{CF6CE879-A005-424C-81C7-B79992BC53C3},Yes,,NWFWMD SR-5D - TO PVC casing
TO 12 inch steel casing,TO 12 inch steel casing,***ST MARKS NAT WILDLIFE REFUGE - FLORIDAN MONITOR-77m***,25.98,{C099A6B4-32F7-407E-85A3-B70E840E6D7D},Yes,,***ST MARKS NAT WILDLIFE REFUGE - FLORIDAN MONITOR-77m*** - TO 12 inch steel casing
1st anchor pipe from station,1st anchor pipe from station,Piney Lake Staff,54.73,{DF4E68CD-2E35-4AC0-B962-4FE355913962},Yes,,Piney Lake Staff - 1st anchor pipe from station
2nd anchor pipe form station,2nd anchor pipe form station,Piney Lake Staff,52.67,{DAB7F522-A9C1-4EFF-9718-8B5FC3E4BE23},Yes,,Piney Lake Staff - 2nd anchor pipe form station
3rd anchor pipe from station,3rd anchor pipe from station,Piney Lake Staff,50.34,{EB3743C0-2577-48A9-A24D-B44638FB045C},Yes,,Piney Lake Staff - 3rd anchor pipe from station
4th anchor pipe from station,4th anchor pipe from station,Piney Lake Staff,49.7,{9D715F3B-3019-4EEA-BA62-BE79DB0BD1AC},Yes,,Piney Lake Staff - 4th anchor pipe from station
Staff,Staff,Piney Lake Staff,54.21,{A88CC17B-C262-4FFC-AE8E-042A9FD7918F},Yes,,Piney Lake Staff - Staff
Top of Staff Gage,Top of Staff Gage,Piney Lake Staff,60.87,{BE183651-FD0F-4BEE-A945-005838976BE2},Yes,,Piney Lake Staff - Top of Staff Gage
Top of Fence Post,Top of Fence Post,Piney Lake Staff,57.82,{F844CC61-ED8E-4281-9B98-36122503E2F8},Yes,,Piney Lake Staff - Top of Fence Post
0.5 inch galv pipe,0.5 inch galv pipe,Cox Pond,49.23,{D8FEA4E6-710E-4008-AFA4-802ED0CEA3EB},Yes,,Cox Pond - 0.5 inch galv pipe
1.25 inch galv pipe,1.25 inch galv pipe,Cox Pond,53,{A2F81FA8-F6FD-4203-9827-553A09FE0675},Yes,,Cox Pond - 1.25 inch galv pipe
Short staff,Short staff,Cox Pond,52.86,{C9A59994-577E-41EC-814E-4C2D9422853C},Yes,,Cox Pond - Short staff
Tall staff,Tall staff,Cox Pond,54.04,{D6B65A17-8287-467D-9DA2-CCC618F5CE3C},Yes,,Cox Pond - Tall staff
TO sanitary seal,TO sanitary seal,Brida - Casper Dr,108.4,{8FDB0ABE-DE6F-440A-8D39-FC3412BDC4AF},Yes,,Brida - Casper Dr - TO sanitary seal
TO sanitary seal,TO sanitary seal,Zediker - Pine Ridge Dr,64.36,{883A4947-97C3-4529-AEEC-122BC76EB8A8},Yes,,Zediker - Pine Ridge Dr - TO sanitary seal
TO sanitary seal,TO sanitary seal,Christy - Rolling Pines Rd,91.13,{57C3EE32-C4EA-4FDC-A4DD-9FD6DBBD0EAE},Yes,,Christy - Rolling Pines Rd - TO sanitary seal
TO sanitary seal,TO sanitary seal,Washington Co - Pine Ridge Dr #1,62.78,{62A4E159-81DB-4B61-8076-913C17C29CDB},Yes,,Washington Co - Pine Ridge Dr #1 - TO sanitary seal
TO sanitary seal,TO sanitary seal,Washington Co - Pine Ridge Dr #2,57.65,{315D7D51-DFBA-4A77-996B-5425E12E5848},Yes,,Washington Co - Pine Ridge Dr #2 - TO sanitary seal
TO 4 inch threaded nipple,TO 4 inch threaded nipple,White City IAS-TPW,13.12,{7C5A9840-E223-461F-8B75-C8EEBF7CF55F},Yes,,White City IAS-TPW - TO 4 inch threaded nipple
TO 4 inch PVC casing,TO 4 inch PVC casing,White City IAS-M1,14.13,{7A991188-ABDD-49A4-9955-9073115AD3CA},Yes,,White City IAS-M1 - TO 4 inch PVC casing
TO 4 inch PVC casing,TO 4 inch PVC casing,White City IAS-M2,12.63,{FF27CB1D-ED54-4032-9816-B936FCCDFEE5},Yes,,White City IAS-M2 - TO 4 inch PVC casing
TO 6 inch steel casing,TO 6 inch steel casing,White City FAS-M1,13.62,{B949B208-FAFB-474D-9B47-EBB0C47D819A},Yes,,White City FAS-M1 - TO 6 inch steel casing
TO 4 inch PVC casing,TO 4 inch PVC casing,White City SAS-M1,13.99,{E561CBF4-15E1-4939-86DE-B5021130E224},Yes,,White City SAS-M1 - TO 4 inch PVC casing
TO 1 inch vent pipe,TO 1 inch vent pipe,EAFB FLD#6 WR-56R,1.61,{38B3D65D-A037-46C7-9734-E242CAC4C8F2},Yes,,EAFB FLD#6 WR-56R - TO 1 inch vent pipe
Chiseled Square,Chiseled Square,test 8557,100,{D8CD13CA-3A33-4429-8A4B-A5DF1B537DC6},Yes,,test 8557 - Chiseled Square
Staff,Staff,test 8557,0,{A4ED85B7-A754-4F30-B596-2E977DE9AC20},Yes,,test 8557 - Staff
